1.91E-07,1.94E-07,1.97E-07,2.00E-07,2.03E-07,2.07E-07,2.10E-07,2.14E-07,2.18E-07,2.21E-07,2.25E-07,2.30E-07,2.34E-07,2.38E-07,2.43E-07,2.48E-07,2.53E-07,2.58E-07,2.64E-07,2.70E-07,2.76E-07,2.82E-07,2.88E-07,2.95E-07,3.02E-07,3.10E-07,3.18E-07,3.26E-07,3.35E-07,3.44E-07,3.54E-07,3.65E-07,3.76E-07,3.87E-07,4.00E-07,4.13E-07,4.28E-07,4.43E-07,4.59E-07,4.77E-07,4.96E-07,5.17E-07,5.39E-07,5.64E-07,5.90E-07,6.20E-07,6.53E-07,6.89E-07,7.29E-07,7.75E-07,8.27E-07,8.86E-07,9.54E-07,1.03E-06,1.13E-06,1.24E-06
1.68543,1.67459,1.6645,1.65509,1.64632,1.63816,1.63056,1.62349,1.61689,1.61074,1.60499,1.59961,1.59457,1.58983,1.58538,1.58119,1.57722,1.57348,1.56993,1.56657,1.56337,1.56033,1.55743,1.55466,1.55201,1.54948,1.54705,1.54473,1.5425,1.54036,1.5383,1.53633,1.53443,1.53261,1.53085,1.52917,1.52755,1.526,1.5245,1.52307,1.52169,1.52036,1.51909,1.51786,1.51668,1.51554,1.51444,1.51337,1.51232,1.51129,1.51027,1.50924,1.50817,1.50705,1.50583,1.50444
