3.10E-05,2.48E-05,2.07E-05,1.77E-05,1.55E-05,1.38E-05,1.24E-05,9.92E-06,8.27E-06,7.09E-06,6.20E-06,4.96E-06,4.13E-06,3.54E-06,3.10E-06,2.48E-06,2.07E-06,1.77E-06,1.55E-06,1.38E-06,1.24E-06,1.13E-06,1.03E-06,9.54E-07,8.86E-07,8.27E-07,7.75E-07,7.29E-07,6.89E-07,6.53E-07,6.20E-07,5.64E-07,5.17E-07,4.77E-07,4.43E-07,4.13E-07,3.88E-07,3.65E-07,3.44E-07,3.26E-07,3.10E-07,2.95E-07,2.82E-07,2.70E-07,2.58E-07,2.48E-07,2.07E-07,1.91E-07,1.77E-07,1.65E-07,1.55E-07,1.46E-07,1.38E-07,1.31E-07,1.24E-07,1.18E-07,1.13E-07,1.08E-07,1.03E-07,9.92E-08,9.54E-08,9.19E-08,8.86E-08,8.73E-08,8.61E-08,8.49E-08,8.38E-08,8.27E-08,8.16E-08,8.05E-08,7.95E-08,7.85E-08,7.75E-08,7.65E-08,7.56E-08,7.40E-08,7.29E-08,7.19E-08,7.09E-08,6.99E-08,6.89E-08,6.70E-08,6.53E-08,6.36E-08,6.20E-08,6.05E-08,5.90E-08,5.77E-08,5.64E-08,5.51E-08,5.39E-08,5.28E-08,5.17E-08,5.06E-08,4.96E-08,4.86E-08,4.77E-08,4.59E-08,4.43E-08,4.28E-08,4.13E-08,3.54E-08,3.10E-08,2.76E-08,2.48E-08,2.25E-08,2.07E-08,1.91E-08,1.77E-08,1.71E-08,1.65E-08,1.60E-08,1.55E-08,1.46E-08,1.38E-08,1.31E-08,1.24E-08,1.13E-08,1.03E-08,9.54E-09,8.86E-09,8.27E-09,7.75E-09,7.29E-09,6.89E-09,6.53E-09,6.20E-09,5.64E-09,5.17E-09,4.77E-09,4.43E-09,4.13E-09
98.595,74.997,62.852,53.79,45.784,39.651,34.464,24.965,18.572,14.274,11.733,8.586,6.759,5.438,4.454,3.072,2.273,1.77,1.444,1.264,1.212,1.201,1.26,1.468,2.237,2.745,2.625,2.143,1.741,1.488,1.304,1.018,0.826,0.695,0.598,0.523,0.46,0.407,0.363,0.326,0.294,0.267,0.244,0.223,0.205,0.19,0.13,0.11,0.095,0.082,0.072,0.063,0.056,0.049,0.044,0.04,0.036,0.033,0.033,0.034,0.038,0.041,0.048,0.053,0.058,0.067,0.086,0.125,0.178,0.234,0.28,0.318,0.351,0.38,0.407,0.448,0.474,0.498,0.52,0.54,0.558,0.591,0.62,0.646,0.668,0.689,0.707,0.724,0.739,0.753,0.766,0.778,0.789,0.799,0.809,0.817,0.826,0.84,0.854,0.865,0.876,0.915,0.94,0.957,0.969,0.979,0.987,0.995,1.006,1.025,1.011,1.008,1.007,1.007,1.005,0.999,0.991,0.994,0.991,0.987,0.989,0.99,0.989,0.989,0.99,0.99,0.991,0.992,0.993,0.993,0.994,0.995
203.701,172.199,150.799,135.5,123.734,114.102,105.6,89.25,76.96,66.93,59.37,48.235,40.96,35.599,31.485,25.581,21.403,18.328,15.955,14.021,12.464,11.181,10.01,8.949,8.212,8.309,8.597,8.573,8.205,7.821,7.479,6.846,6.283,5.8,5.385,5.024,4.708,4.426,4.174,3.946,3.74,3.552,3.38,3.222,3.076,2.942,2.391,2.173,1.983,1.814,1.663,1.527,1.402,1.286,1.178,1.076,0.979,0.883,0.791,0.7,0.609,0.517,0.417,0.373,0.327,0.273,0.211,0.153,0.108,0.184,0.073,0.065,0.06,0.055,0.05,0.045,0.042,0.04,0.038,0.036,0.035,0.032,0.03,0.028,0.027,0.025,0.024,0.023,0.022,0.021,0.021,0.02,0.019,0.018,0.018,0.017,0.016,0.015,0.014,0.014,0.013,0.01,0.008,0.007,0.006,0.005,0.004,0.004,0.004,0.004,0.024,0.025,0.024,0.028,0.031,0.036,0.03,0.025,0.024,0.021,0.016,0.015,0.014,0.011,0.01,0.009,0.007,0.006,0.005,0.004,0.003,0.002
